character	code_point	kMandarin17	CNS11643	policy
抌	U+628C	dǎn	dǎn zhěn	kMandarin17 retained
抐	U+6290	nè	nè nèn	kMandarin17 retained
抓	U+6293	zhuā	zhāo zhuā chuǎ	kMandarin17 retained
折	U+6298	zhé	zhē zhé shé	kMandarin17 retained
抚	U+629A	fǔ	fǔ wǔ	kMandarin17 retained
抝	U+629D	ǎo	niù ǎo ào yào yù	kMandarin17 retained
択	U+629E	zé	zhái zé	kMandarin17 retained
抟	U+629F	tuán	tuān tuán zhuàn	kMandarin17 retained
抠	U+62A0	kōu	kōu ōu	kMandarin17 retained
抡	U+62A1	lūn	liú lūn	kMandarin17 retained
抢	U+62A2	qiǎng	qiāng qiǎng qiàng	kMandarin17 retained
抣	U+62A3	yun	jūn yún	kMandarin17 retained
抦	U+62A6	bǐng	bǐng bìng	kMandarin17 retained
抧	U+62A7	zhǐ	zhǐ zhǎi	kMandarin17 retained
抩	U+62A9	nán	tān nán	kMandarin17 retained
抪	U+62AA	bù	bù pū	kMandarin17 retained
披	U+62AB	pī	pēi pī	kMandarin17 retained
抰	U+62B0	yāng	yāng yǎng	kMandarin17 retained
抲	U+62B2	hē	hē hé hè qiā	kMandarin17 retained
抵	U+62B5	dǐ	dǐ zhǐ	kMandarin17 retained
抷	U+62B7	pī	pēi pī	kMandarin17 retained
抸	U+62B8	jiā	zā	kMandarin17 retained
抹	U+62B9	mǒ	mǒ mò	kMandarin17 retained
抻	U+62BB	chēn	chēn shèn	kMandarin17 retained
押	U+62BC	yā	yā yá	kMandarin17 retained
抾	U+62BE	qū	jié qiè qū	kMandarin17 retained
拀	U+62C0	chù	zhù chù	kMandarin17 retained
拂	U+62C2	fú	bì fú	kMandarin17 retained
拃	U+62C3	zhǎ	zhǎn	kMandarin17 retained
担	U+62C5	dān	dá dān dàn jiē qì	kMandarin17 retained
拆	U+62C6	chāi	chè chāi	kMandarin17 retained
拈	U+62C8	niān	diān nián niǎn	kMandarin17 retained
拌	U+62CC	bàn	bàn pàn	kMandarin17 retained
拍	U+62CD	pāi	bó pā pò pāi	kMandarin17 retained
拎	U+62CE	līn	līng	kMandarin17 retained
拓	U+62D3	tà	tà tuō tuò zhí	kMandarin17 retained
拗	U+62D7	ào	niù ǎo ào yù	kMandarin17 retained
拙	U+62D9	zhuō	zhuó	kMandarin17 retained
招	U+62DB	zhāo	qiáo zhāo sháo	kMandarin17 retained
拞	U+62DE	dǐ	dí dǐ zhǐ	kMandarin17 retained
拟	U+62DF	nǐ	ní nǐ	kMandarin17 retained
拤	U+62E4	qiá	nòng lòng kǎ qiá	kMandarin17 retained
拧	U+62E7	níng	níng nǐng nìng	kMandarin17 retained
拨	U+62E8	bō	bō fá	kMandarin17 retained
择	U+62E9	zé	zhái zé zè	kMandarin17 retained
括	U+62EC	kuò	guā kuò	kMandarin17 retained
拵	U+62F5	cún	tún zùn cún	kMandarin17 retained
拶	U+62F6	zā	zá zǎn	kMandarin17 retained
拸	U+62F8	yí	chǐ	kMandarin17 retained
拽	U+62FD	zhuài	zhuāi zhuài yè	kMandarin17 retained
拾	U+62FE	shí	shī shí shè	kMandarin17 retained
挀	U+6300	bāi	bò	kMandarin17 retained
挃	U+6303	zhì	zhí	kMandarin17 retained
挅	U+6305	duǒ	duǒ duò chuǎi	kMandarin17 retained
挆	U+6306	duǒ	duǒ duò	kMandarin17 retained
挊	U+630A	nòng	nòng lòng	kMandarin17 retained
挍	U+630D	jiào	jiāo jiào xiào	kMandarin17 retained
挎	U+630E	kuà	kōu kū kuà	kMandarin17 retained
挏	U+630F	dòng	dòng tóng	kMandarin17 retained
挐	U+6310	ná	ná rú	kMandarin17 retained
挑	U+6311	tiāo	tiāo tiáo tiǎo	kMandarin17 retained
挖	U+6316	wā	wā wá	kMandarin17 retained
挛	U+631B	luán	liàn lüán	kMandarin17 retained
挜	U+631C	yà	yǎ yà	kMandarin17 retained
挝	U+631D	wō	zhuā wō	kMandarin17 retained
挟	U+631F	xié	jiá xiá xié	kMandarin17 retained
挠	U+6320	náo	náo nào xiāo	kMandarin17 retained
挡	U+6321	dǎng	dǎng dàng	kMandarin17 retained
挢	U+6322	jiǎo	jiāo jiǎo	kMandarin17 retained
挣	U+6323	zhēng	zhēng zhèng	kMandarin17 retained
挥	U+6325	huī	huī hún	kMandarin17 retained
挨	U+6328	āi	āi ái	kMandarin17 retained
挩	U+6329	tuō	tuō tuì shuì yǎn	kMandarin17 retained
挮	U+632E	tǐ	tǐ tì	kMandarin17 retained
振	U+632F	zhèn	zhēn zhèn	kMandarin17 retained
挱	U+6331	sā	shā sha sa suō	kMandarin17 retained
挲	U+6332	sā	sha sa suō	kMandarin17 retained
挳	U+6333	kēng	kēng kěng qiān	kMandarin17 retained
挵	U+6335	nòng	nòng lòng	kMandarin17 retained
挶	U+6336	jū	jú	kMandarin17 retained
挷	U+6337	péng	bāng bǎng bàng bēng bèng péng	kMandarin17 retained
挻	U+633B	shān	shān yán	kMandarin17 retained
挼	U+633C	ruá	nuó huī	kMandarin17 retained
挾	U+633E	xié	jiá xiá xié	kMandarin17 retained
捀	U+6340	féng	fēng féng	kMandarin17 retained
捁	U+6341	jiǎo	gǎo kù jiǎo	kMandarin17 retained
捅	U+6345	tǒng	tǒng sǒng	kMandarin17 retained
捋	U+634B	lǚ	lè luō lǚ	kMandarin17 retained
捎	U+634E	shāo	shāo shào	kMandarin17 retained
捑	U+6351	zè	shè zé	kMandarin17 retained
捒	U+6352	shù	shù cè sōu sǒng	kMandarin17 retained
捔	U+6354	jué	jué zhuó	kMandarin17 retained
捕	U+6355	bǔ	bǔ bù	kMandarin17 retained
捖	U+6356	wán	huán wán	kMandarin17 retained
捙	U+6359	yè	yì	kMandarin17 retained
捝	U+635D	tuō	tuō tuì shuì yǎn	kMandarin17 retained
捡	U+6361	jiǎn	jiān jiǎn jiàn	kMandarin17 retained
捤	U+6364	wěi	wēi	kMandarin17 retained
捥	U+6365	wàn	wān wǎn wàn yù	kMandarin17 retained
捩	U+6369	liè	lì liè	kMandarin17 retained
捬	U+636C	fǔ	fǔ wǔ	kMandarin17 retained
捭	U+636D	bǎi	bò bǎi	kMandarin17 retained
据	U+636E	jù	jū jù	kMandarin17 retained
捯	U+636F	dáo	dáo dǎo	kMandarin17 retained
捻	U+637B	niǎn	niē niǎn	kMandarin17 retained
捼	U+637C	ruó	nuó nuí ruó wéi	kMandarin17 retained
捽	U+637D	zuó	zú zuó	kMandarin17 retained
捾	U+637E	wò	xiá wò	kMandarin17 retained
捿	U+637F	qī	qī xī	kMandarin17 retained
掃	U+6383	sǎo	sǎo sào	kMandarin17 retained
掄	U+6384	lūn	lūn lún	kMandarin17 retained
掇	U+6387	duō	duō duó	kMandarin17 retained
掊	U+638A	póu	póu pǒu	kMandarin17 retained
掋	U+638B	dǐ	dǐ dì zhǐ	kMandarin17 retained
掍	U+638D	hùn	gǔn hǔn	kMandarin17 retained
排	U+6392	pái	pái pǎi	kMandarin17 retained
掓	U+6393	shū	shú	kMandarin17 retained
掕	U+6395	líng	léng líng lìng	kMandarin17 retained
掖	U+6396	yē	yì yē yè	kMandarin17 retained
掗	U+6397	yà	yǎ yà	kMandarin17 retained
掙	U+6399	zhēng	zhēng zhèng	kMandarin17 retained
掜	U+639C	yì	nǐ niē niǎn yǐ yì	kMandarin17 retained
掝	U+639D	huò	huò xù	kMandarin17 retained
掞	U+639E	yàn	shàn yàn	kMandarin17 retained
掟	U+639F	zhěng	dìng	kMandarin17 retained
探	U+63A2	tàn	tān tàn	kMandarin17 retained
掦	U+63A6	tì	tī	kMandarin17 retained
掫	U+63AB	zhōu	zōu	kMandarin17 retained
掬	U+63AC	jū	jú	kMandarin17 retained
掱	U+63B1	pá	shǒu	kMandarin17 retained
掲	U+63B2	jiē	jiē jié qì	kMandarin17 retained
掴	U+63B4	guāi	guó	kMandarin17 retained
掵	U+63B5	ming	mìng	kMandarin17 retained
掸	U+63B8	dǎn	dǎn shàn	kMandarin17 retained
掹	U+63B9	meng	mēng	kMandarin17 retained
掺	U+63BA	chān	chān shān shǎn càn	kMandarin17 retained
掿	U+63BF	nuò	nòu nì nù nuò ruò	kMandarin17 retained
揁	U+63C1	zhēng	kēng	kMandarin17 retained
揄	U+63C4	yú	yáo yóu yú	kMandarin17 retained
揆	U+63C6	kuí	kuí kuǐ	kMandarin17 retained
揊	U+63CA	pì	bì	kMandarin17 retained
提	U+63D0	tí	dī tí shí	kMandarin17 retained
揖	U+63D6	yī	jí yī	kMandarin17 retained
揗	U+63D7	xún	shǔn	kMandarin17 retained
揘	U+63D8	yóng	héng huáng	kMandarin17 retained
揙	U+63D9	biān	biān biàn	kMandarin17 retained
揝	U+63DD	zǎn	zuàn	kMandarin17 retained
揣	U+63E3	chuāi	chuǎi	kMandarin17 retained
揤	U+63E4	jí	jí jié	kMandarin17 retained
揥	U+63E5	tì	dì tì	kMandarin17 retained
揨	U+63E8	chén	chéng	kMandarin17 retained
揭	U+63ED	jiē	jiē qì	kMandarin17 retained
揯	U+63EF	gèn	gēng gèng	kMandarin17 retained
揲	U+63F2	dié	shé	kMandarin17 retained
揵	U+63F5	qián	jiàn qián	kMandarin17 retained
搀	U+6400	chān	chān shàn	kMandarin17 retained
搁	U+6401	gē	gē gé	kMandarin17 retained
搂	U+6402	lǒu	lōu lǒu	kMandarin17 retained
搃	U+6403	zǒng	zōng	kMandarin17 retained
搇	U+6407	qìn	qīn qìn	kMandarin17 retained
搈	U+6408	róng	yóng	kMandarin17 retained
搐	U+6410	chù	chōu chù	kMandarin17 retained
搑	U+6411	róng	fǔ náng nǎng róng rǒng	kMandarin17 retained
搒	U+6412	bàng	bāng bǎng bàng bēng bèng péng	kMandarin17 retained
搙	U+6419	nù	nòu nù nuò	kMandarin17 retained
搚	U+641A	lā	lā xié xiàn	kMandarin17 retained
搛	U+641B	jiān	lián jiān	kMandarin17 retained
搨	U+6428	tà	tā tà	kMandarin17 retained
搫	U+642B	pán	pó pán	kMandarin17 retained
搮	U+642E	lì	biāo piǎo lì	kMandarin17 retained
搱	U+6431	zhì	nái zhì	kMandarin17 retained
搲	U+6432	wā	wā wǎ	kMandarin17 retained
搳	U+6433	huá	huá xiá	kMandarin17 retained
搶	U+6436	qiǎng	qiāng qiǎng chuǎng	kMandarin17 retained
搹	U+6439	è	gé è	kMandarin17 retained
携	U+643A	xié	xī xié	kMandarin17 retained
搻	U+643B	nuò	nì nuò ruò	kMandarin17 retained
搽	U+643D	chá	chá cā	kMandarin17 retained
摂	U+6442	shè	zhé shè	kMandarin17 retained
摃	U+6443	káng	gāng gàng	kMandarin17 retained
摄	U+6444	shè	zhé shè	kMandarin17 retained
摅	U+6445	shū	lù shū	kMandarin17 retained
摆	U+6446	bǎi	bǎi bēi	kMandarin17 retained
摉	U+6449	sōu	sōu sǒu	kMandarin17 retained
摊	U+644A	tān	tān nàn	kMandarin17 retained
摋	U+644B	sà	shā sà	kMandarin17 retained
摌	U+644C	chǎn	chǎn sùn	kMandarin17 retained
摑	U+6451	guāi	guó	kMandarin17 retained
摕	U+6455	dì	dì tú	kMandarin17 retained
摖	U+6456	qì	qì chá	kMandarin17 retained
摗	U+6457	sōu	sōu sǒng	kMandarin17 retained
摘	U+6458	zhāi	tì zhāi	kMandarin17 retained
摚	U+645A	chēng	táng chēng	kMandarin17 retained
摞	U+645E	luò	luó luò	kMandarin17 retained
摟	U+645F	lǒu	lōu lóu lǒu	kMandarin17 retained
摡	U+6461	gài	gài xì	kMandarin17 retained
摢	U+6462	hù	hù chū shū	kMandarin17 retained
摤	U+6464	chuǎng	qiāng qiǎng chuǎng	kMandarin17 retained
摩	U+6469	mó	mā mó	kMandarin17 retained
摪	U+646A	jiāng	jiāng qiàng	kMandarin17 retained
摬	U+646C	yǐng	yìng	kMandarin17 retained
摱	U+6471	màn	mán màn	kMandarin17 retained
摲	U+6472	chàn	shàn	kMandarin17 retained
摴	U+6474	chū	shū	kMandarin17 retained
摶	U+6476	tuán	tuán zhuàn	kMandarin17 retained
摸	U+6478	mō	mō mó māo	kMandarin17 retained
摺	U+647A	zhé	zhé zhě	kMandarin17 retained
摻	U+647B	càn	chān shān shǎn càn	kMandarin17 retained
摼	U+647C	kēng	kēng qiān	kMandarin17 retained
摽	U+647D	biào	biāo biào piǎo	kMandarin17 retained
摾	U+647E	jiàng	lüè jiàng jīng	kMandarin17 retained
摿	U+647F	yáo	yáo yīn	kMandarin17 retained
撃	U+6483	jī	jí	kMandarin17 retained
撆	U+6486	piē	piē piě	kMandarin17 retained
撇	U+6487	piē	piē piě	kMandarin17 retained
撈	U+6488	lāo	lāo láo	kMandarin17 retained
撌	U+648C	guì	guì kuì	kMandarin17 retained
撍	U+648D	zǎn	qián zān zǎn zēn	kMandarin17 retained
撏	U+648F	xián	xún	kMandarin17 retained
撒	U+6492	sā	sā sǎ	kMandarin17 retained
撔	U+6494	hòng	hèng	kMandarin17 retained
撕	U+6495	sī	xī sī	kMandarin17 retained
撖	U+6496	hàn	gǎn	kMandarin17 retained
撗	U+6497	guàng	guàng huáng	kMandarin17 retained
撜	U+649C	zhěng	zhěng chéng	kMandarin17 retained
撞	U+649E	zhuàng	zhuàng chuáng	kMandarin17 retained
撟	U+649F	jiǎo	jiǎo jiào	kMandarin17 retained
撡	U+64A1	cāo	chān shān shǎn cāo cào càn	kMandarin17 retained
撢	U+64A2	dǎn	dǎn tàn	kMandarin17 retained
撣	U+64A3	dǎn	dǎn shàn	kMandarin17 retained
撧	U+64A7	juē	jué	kMandarin17 retained
撨	U+64A8	fǔ	xiāo xiào sōu	kMandarin17 retained
撩	U+64A9	liāo	liāo liáo	kMandarin17 retained
撬	U+64AC	qiào	qiāo qiào	kMandarin17 retained
播	U+64AD	bō	bò	kMandarin17 retained
撮	U+64AE	cuō	zuó zuǒ zuì cuō cuò	kMandarin17 retained
撱	U+64B1	wěi	tuǒ	kMandarin17 retained
撹	U+64B9	jiǎo	gǎo jiǎo	kMandarin17 retained
撾	U+64BE	wō	zhuā	kMandarin17 retained
擁	U+64C1	yōng	yōng yǒng	kMandarin17 retained
擂	U+64C2	léi	léi lèi	kMandarin17 retained
擄	U+64C4	lǔ	lǔ luǒ	kMandarin17 retained
擇	U+64C7	zé	zhái zé	kMandarin17 retained
擈	U+64C8	pū	pū pú	kMandarin17 retained
擉	U+64C9	chuò	chù	kMandarin17 retained
擊	U+64CA	jī	jí	kMandarin17 retained
擌	U+64CC	sè	suǒ	kMandarin17 retained
操	U+64CD	cāo	cāo cào	kMandarin17 retained
擏	U+64CF	qíng	jǐng jìng qíng	kMandarin17 retained
擓	U+64D3	kuǎi	kuāi	kMandarin17 retained
擔	U+64D4	dān	dān dàn	kMandarin17 retained
擕	U+64D5	xié	xī xié	kMandarin17 retained
擖	U+64D6	kā	gé gě jiā qiā zhá yè	kMandarin17 retained
擗	U+64D7	pǐ	pì	kMandarin17 retained
擞	U+64DE	sǒu	sǒu sòu	kMandarin17 retained
擩	U+64E9	rǔ	rù ruí	kMandarin17 retained
擪	U+64EA	yè	yè yàn	kMandarin17 retained
擭	U+64ED	wò	huò	kMandarin17 retained
擮	U+64EE	jié	jiā jié	kMandarin17 retained
擰	U+64F0	níng	níng nǐng nìng	kMandarin17 retained
擲	U+64F2	zhì	zhí	kMandarin17 retained
擳	U+64F3	zhì	jié	kMandarin17 retained
擵	U+64F5	mó	mā mó	kMandarin17 retained
擷	U+64F7	xié	jié xié	kMandarin17 retained
擸	U+64F8	liè	là liè	kMandarin17 retained
擻	U+64FB	sǒu	sǒu sòu	kMandarin17 retained
擿	U+64FF	tī	tì zhí	kMandarin17 retained
攂	U+6502	lèi	léi lèi	kMandarin17 retained
攃	U+6503	cā	cà sà	kMandarin17 retained
攅	U+6505	zǎn	zǎn cuán	kMandarin17 retained
攈	U+6508	jùn	jūn jùn	kMandarin17 retained
攉	U+6509	huō	huò	kMandarin17 retained
攊	U+650A	lì	lì lüè	kMandarin17 retained
攋	U+650B	là	là lǎi lài lǎn	kMandarin17 retained
攌	U+650C	huǎn	hàn	kMandarin17 retained
攒	U+6512	zǎn	zān zǎn cuán	kMandarin17 retained
攘	U+6518	rǎng	ráng rǎng	kMandarin17 retained
攜	U+651C	xié	xī xié	kMandarin17 retained
攝	U+651D	shè	niè shè	kMandarin17 retained
攞	U+651E	luó	luō luó luǒ	kMandarin17 retained
攟	U+651F	jùn	jūn jùn	kMandarin17 retained
攡	U+6521	chī	lí chī	kMandarin17 retained
攢	U+6522	zǎn	zǎn cuán	kMandarin17 retained
攣	U+6523	luán	liàn luán lüán	kMandarin17 retained
攨	U+6528	wā	wā wǎ	kMandarin17 retained
攪	U+652A	jiǎo	gǎo jiǎo	kMandarin17 retained
攭	U+652D	lì	lì luǒ	kMandarin17 retained
攰	U+6530	guì	guǐ guì qī	kMandarin17 retained
攱	U+6531	guǐ	guǐ guì	kMandarin17 retained
攳	U+6533	xún	xín xún	kMandarin17 retained
攵	U+6535	pū	pū zhī wén wèn	kMandarin17 retained
攺	U+653A	yǐ	gǎi sì yǐ	kMandarin17 retained
攽	U+653D	bān	bān bīn	kMandarin17 retained
放	U+653E	fàng	fǎng fàng	kMandarin17 retained
敀	U+6540	pò	bó	kMandarin17 retained
敆	U+6546	hé	gé	kMandarin17 retained
敌	U+654C	dí	dí huá qì	kMandarin17 retained
敎	U+654E	jiào	jiāo jiào	kMandarin17 retained
敐	U+6550	chén	zhěn chén	kMandarin17 retained
敖	U+6556	áo	áo ào	kMandarin17 retained
教	U+6559	jiào	jiāo jiào	kMandarin17 retained
敠	U+6560	duō	duó	kMandarin17 retained
散	U+6563	sàn	sǎn sàn	kMandarin17 retained
敦	U+6566	dūn	duī duì dūn dùn	kMandarin17 retained
敧	U+6567	jī	jī qī qǐ	kMandarin17 retained
敨	U+6568	tǒu	dǒu tǒu	kMandarin17 retained
敪	U+656A	duō	duó	kMandarin17 retained
敫	U+656B	jiǎo	jiāo jiào yào	kMandarin17 retained
敮	U+656E	xiá	xiā	kMandarin17 retained
敯	U+656F	mǐn	mǐn hūn	kMandarin17 retained
数	U+6570	shù	shǔ shù shuò cù sù	kMandarin17 retained
敱	U+6571	ái	zhū zhú ái	kMandarin17 retained
敶	U+6576	zhèn	zhèn chén	kMandarin17 retained
數	U+6578	shù	shǔ shù shuò cù sù	kMandarin17 retained
敺	U+657A	qū	qū ōu	kMandarin17 retained
敼	U+657C	yǐ	xǐ	kMandarin17 retained
敿	U+657F	jiǎo	jiǎo qiáo	kMandarin17 retained
斁	U+6581	yì	dù tú yì	kMandarin17 retained
斂	U+6582	liǎn	liàn	kMandarin17 retained
斅	U+6585	xiào	jiāo jiào xiáo xué	kMandarin17 retained
文	U+6587	wén	wén wèn	kMandarin17 retained
斈	U+6588	xué	xiáo xué	kMandarin17 retained
斉	U+6589	qí	jì qí zhāi zī	kMandarin17 retained
斊	U+658A	qí	jì qí zhāi zī	kMandarin17 retained
斍	U+658D	jué	jiǎo jiào jué	kMandarin17 retained
斐	U+6590	fěi	fēi fěi	kMandarin17 retained
斗	U+6597	dòu	dǒu	kMandarin17 retained
斜	U+659C	xié	xiá xié yé	kMandarin17 retained
斡	U+65A1	wò	guǎn wò	kMandarin17 retained
斢	U+65A2	tiǎo	tǒu tòu	kMandarin17 retained
斦	U+65A6	yín	zhì yín	kMandarin17 retained
斩	U+65A9	zhǎn	zhǎn zhàn	kMandarin17 retained
斪	U+65AA	qú	jū qú	kMandarin17 retained
斮	U+65AE	cuò	zhuó	kMandarin17 retained
斸	U+65B8	zhǔ	zhú	kMandarin17 retained
斺	U+65BA	chǎn	xiè	kMandarin17 retained
於	U+65BC	yú	wū yú	kMandarin17 retained
施	U+65BD	shī	shī yī yí yì	kMandarin17 retained
旁	U+65C1	páng	bàng páng péng	kMandarin17 retained
旄	U+65C4	máo	máo mào	kMandarin17 retained
旇	U+65C7	pī	bèi pī	kMandarin17 retained
旉	U+65C9	fū	fū fú	kMandarin17 retained
旋	U+65CB	xuán	xuán xuàn	kMandarin17 retained
旘	U+65D8	zhì	zhì chì	kMandarin17 retained
旙	U+65D9	fān	fán	kMandarin17 retained
旜	U+65DC	zhān	dān zhān	kMandarin17 retained
无	U+65E0	wú	mó mú wú	kMandarin17 retained
日	U+65E5	rì	mì rì	kMandarin17 retained
旲	U+65F2	tái	tái yīng	kMandarin17 retained
旽	U+65FD	tūn	tūn zhùn	kMandarin17 retained
昁	U+6601	bèi	pō pèi	kMandarin17 retained
昅	U+6605	jié	jí jié	kMandarin17 retained
昔	U+6614	xī	xí cuò	kMandarin17 retained
昘	U+6618	fǎng	màn fǎng wàn	kMandarin17 retained
昙	U+6619	tán	yù	kMandarin17 retained
昞	U+661E	bǐng	bǐng fǎng	kMandarin17 retained
昢	U+6622	pò	pò pěi pèi	kMandarin17 retained
昤	U+6624	líng	līng líng	kMandarin17 retained
昫	U+662B	xù	xǔ	kMandarin17 retained
昮	U+662E	zòng	gōng zòng	kMandarin17 retained
昰	U+6630	shì	jiǎ xià shì	kMandarin17 retained
昲	U+6632	fèi	fèi fú	kMandarin17 retained
昳	U+6633	dié	dié yì	kMandarin17 retained
昵	U+6635	nì	nì zhí	kMandarin17 retained
昷	U+6637	wēn	jǔ wēn	kMandarin17 retained
晃	U+6643	huǎng	huǎng huàng	kMandarin17 retained
晄	U+6644	huǎng	huǎng huàng	kMandarin17 retained
晅	U+6645	xuǎn	xuān	kMandarin17 retained
晇	U+6647	xū	kuā xū xù	kMandarin17 retained
晈	U+6648	jiǎo	jiāo jiǎo	kMandarin17 retained
晊	U+664A	zhì	zhǐ zhì	kMandarin17 retained
晕	U+6655	yūn	yùn	kMandarin17 retained
晟	U+665F	chéng	chéng shèng	kMandarin17 retained
晠	U+6660	shèng	chéng shèng	kMandarin17 retained
晥	U+6665	wǎn	hàn huǎn wǎn	kMandarin17 retained
景	U+666F	jǐng	jǐng yǐng	kMandarin17 retained
晲	U+6672	nǐ	yǐ	kMandarin17 retained
晸	U+6678	zhěng	zhěn zhěng	kMandarin17 retained
晻	U+667B	àn	ǎn àn yǎn	kMandarin17 retained
暃	U+6683	fēi	féi	kMandarin17 retained
暅	U+6685	gèng	xuān yuán	kMandarin17 retained
暇	U+6687	xiá	xiá xià	kMandarin17 retained
暈	U+6688	yūn	yìn yūn yùn	kMandarin17 retained
暊	U+668A	xǔ	fǔ	kMandarin17 retained
暍	U+668D	yē	hè yè	kMandarin17 retained
暏	U+668F	shǔ	shǔ shù	kMandarin17 retained
暖	U+6696	nuǎn	nuǎn xuān	kMandarin17 retained
暝	U+669D	míng	míng mìng	kMandarin17 retained
暤	U+66A4	hào	gāo hào	kMandarin17 retained
暩	U+66A9	jì	guì	kMandarin17 retained
暪	U+66AA	mèn	měn	kMandarin17 retained
暫	U+66AB	zàn	zhàn zàn	kMandarin17 retained
暬	U+66AC	xiè	niè xiè	kMandarin17 retained
暭	U+66AD	hào	gāo hào	kMandarin17 retained
暴	U+66B4	bào	bō bào pù	kMandarin17 retained
暸	U+66B8	liáo	liǎo	kMandarin17 retained
暺	U+66BA	tǎn	dàn	kMandarin17 retained
暼	U+66BC	piē	piāo	kMandarin17 retained
曃	U+66C3	dài	tài	kMandarin17 retained
曅	U+66C5	yè	huá yè	kMandarin17 retained
曋	U+66CB	shěn	qǐn shěn	kMandarin17 retained
曍	U+66CD	hào	gāo hào	kMandarin17 retained
曏	U+66CF	xiǎng	xiàng	kMandarin17 retained
曑	U+66D1	shēn	shēn cān cēn sān	kMandarin17 retained
曓	U+66D3	bào	bào pù	kMandarin17 retained
曗	U+66D7	yè	huá yè	kMandarin17 retained
曙	U+66D9	shǔ	shù	kMandarin17 retained
曜	U+66DC	yào	yào yuè	kMandarin17 retained
曡	U+66E1	dié	dá dié	kMandarin17 retained
曢	U+66E2	liǎo	liáo	kMandarin17 retained
曥	U+66E5	lú	lǘ	kMandarin17 retained
曱	U+66F1	yuē	yā	kMandarin17 retained
曲	U+66F2	qū	qū qǔ	kMandarin17 retained
曳	U+66F3	yè	yì yè	kMandarin17 retained
更	U+66F4	gèng	gēng gèng jīng	kMandarin17 retained
曵	U+66F5	yè	yì yè	kMandarin17 retained
曼	U+66FC	màn	màn wàn	kMandarin17 retained
曽	U+66FD	cēng	zēng	kMandarin17 retained
曾	U+66FE	céng	zēng céng	kMandarin17 retained
朂	U+6702	xù	mào xù	kMandarin17 retained
會	U+6703	huì	guì kuài huǐ huì	kMandarin17 retained
朄	U+6704	yǐn	yìn	kMandarin17 retained
朇	U+6707	pí	bì pí	kMandarin17 retained
有	U+6709	yǒu	yǒu yòu	kMandarin17 retained
朊	U+670A	ruǎn	guǎn ruǎn	kMandarin17 retained
朌	U+670C	fén	bān	kMandarin17 retained
朑	U+6711	tì	shì	kMandarin17 retained
朘	U+6718	zuī	juān	kMandarin17 retained
朚	U+671A	huāng	máng mèng huāng wáng	kMandarin17 retained
朝	U+671D	cháo	zhāo cháo	kMandarin17 retained
朞	U+671E	jī	jī qī qí	kMandarin17 retained
期	U+671F	qī	jī qī qí	kMandarin17 retained
朡	U+6721	zōng	zōng zǒng	kMandarin17 retained
朩	U+6729	děng	pìn	kMandarin17 retained
朮	U+672E	shù	zhú	kMandarin17 retained
术	U+672F	shù	zhú shú shù suì	kMandarin17 retained
朰	U+6730	mù	wèi	kMandarin17 retained
朱	U+6731	zhū	zhū shú	kMandarin17 retained
朴	U+6734	pǔ	pò pú	kMandarin17 retained
朷	U+6737	dāo	mù dāo tiáo	kMandarin17 retained
朹	U+6739	guǐ	qiú	kMandarin17 retained
机	U+673A	jī	jī jǐ	kMandarin17 retained
朾	U+673E	chéng	tīng	kMandarin17 retained
杂	U+6742	zá	guǐ jiù qiú	kMandarin17 retained
杈	U+6748	chā	chā chà	kMandarin17 retained
杉	U+6749	shān	shā shān	kMandarin17 retained
杋	U+674B	fán	fán xìn	kMandarin17 retained
杒	U+6752	rèn	rèn ér	kMandarin17 retained
杓	U+6753	biāo	biāo sháo	kMandarin17 retained
杔	U+6754	tuō	tuō zhé	kMandarin17 retained
杕	U+6755	dì	dì duò	kMandarin17 retained
杚	U+675A	gài	gǔ	kMandarin17 retained
杝	U+675D	lí	yí	kMandarin17 retained
杠	U+6760	gàng	gāng gàng	kMandarin17 retained
条	U+6761	tiáo	dí tiáo	kMandarin17 retained
杢	U+6762	jié	gōng	kMandarin17 retained
杣	U+6763	mián	shān	kMandarin17 retained
来	U+6765	lái	lái lài	kMandarin17 retained
杫	U+676B	sì	xǐ zhǐ sì	kMandarin17 retained
杬	U+676C	yuán	wàn yuán	kMandarin17 retained
杮	U+676E	fèi	fèi lín	kMandarin17 retained
杷	U+6777	pá	bà ba pá pa	kMandarin17 retained
杺	U+677A	xīn	xīn xín	kMandarin17 retained
杻	U+677B	chǒu	niǔ chǒu	kMandarin17 retained
枀	U+6780	sōng	róng sōng	kMandarin17 retained
枂	U+6782	wò	wò yuè	kMandarin17 retained
枃	U+6783	jìn	jìn yún	kMandarin17 retained
